gap	eps	obj	lb	time_limit	nodes_explored	method	img
0.0016360325003875159	0.1	-7.514493012313475	-7.502199057521396	360.0	284257	cayley	118
0.06788280301223525	0.1	-6.956945679352994	-6.484688706234653	360.0	22047	big-m	118
0.06027822809566952	0.1	-6.956945679352994	-6.537593320843771	360.0	22759	cayley	118
0.005703022521713221	0.1	-7.674989898192121	-7.63121925794881	360.0	127485	big-m	118
0.005673123126162959	0.1	-7.674989898192121	-7.63144873550762	360.0	129903	cayley	118
1.0048602842692589	0.15	-7.511607329826953	0.03650854694200725	1140.0	29484	big-m	118
1.0048602842692589	0.15	-7.511607329826953	0.03650854694200725	1140.0	29483	cayley	118
1.056622310502227	0.15	-7.4564947059338715	0.42220395849759945	1140.0	31489	big-m	118
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
8.446464263044408e-5	0.05	-7.63823843386488	-7.637593272785238	120.0	2202	big-m	144
8.446464263044408e-5	0.05	-7.63823843386488	-7.637593272785238	120.0	2202	cayley	144
0.0012085740630300447	0.05	-7.774922862005483	-7.765526291892404	120.0	28167	big-m	144
0.0011172808210724232	0.05	-7.774922862005483	-7.766236089806447	120.0	32634	cayley	144
0.0003746717665308904	0.05	-7.688535746066169	-7.685655068796154	120.0	30200	big-m	144
0.0003746717665308904	0.05	-7.688535746066169	-7.685655068796154	120.0	30200	cayley	144
9.969044382116686e-5	0.1	-7.635990824227804	-7.635229588913522	360.0	112323	big-m	144
9.969044382116686e-5	0.1	-7.635990824227804	-7.635229588913522	360.0	112323	cayley	144
0.015774945622112933	0.1	-7.764148665923573	-7.641669642916628	360.0	84032	big-m	144
0.015692337251670265	0.1	-7.764148665923573	-7.642311026585794	360.0	90421	cayley	144
0.011740641182774902	0.1	-7.685789505043045	-7.595553408257998	360.0	38729	big-m	144
0.011740641182774902	0.1	-7.685789505043045	-7.595553408257998	360.0	38729	cayley	144
0.8034434901002548	0.15	-7.635346306509726	-1.5007770218834617	1140.0	30141	big-m	144
0.8034434901002548	0.15	-7.635346306509726	-1.5007770218834617	1140.0	30148	cayley	144
0.8807174504093502	0.15	-7.760414745123517	-0.9256820566792051	1140.0	61248	big-m	144
0.8807174504093502	0.15	-7.760414745123517	-0.9256820566792051	1140.0	61247	cayley	144
0.975686688397186	0.15	-7.684007371751288	-0.18682366558770863	1140.0	61337	big-m	144
1.0215417950973849	0.15	-7.684007371751288	0.16552731232906132	1140.0	39424	cayley	144
8.483496264892018e-5	0.05	-7.485513730240958	-7.484878696963245	120.0	9279	big-m	12
8.483496264892018e-5	0.05	-7.485513730240958	-7.484878696963245	120.0	9279	cayley	12
2.2334916119425204e-5	0.05	-7.646655685107153	-7.646484897693832	120.0	2087	big-m	12
2.2334916119425204e-5	0.05	-7.646655685107153	-7.646484897693832	120.0	2087	cayley	12
9.288452870315945e-5	0.05	-7.547169758468015	-7.546468743161957	120.0	3365	big-m	12
9.288452870315945e-5	0.05	-7.547169758468015	-7.546468743161957	120.0	3365	cayley	12
0.0011333797973030958	0.1	-7.476181170818412	-7.467707818118429	360.0	147819	big-m	12
0.0014464457384232281	0.1	-7.476910389399716	-7.466095444230397	360.0	124815	cayley	12
0.0011432119633515553	0.1	-7.64620412045372	-7.637462888428989	360.0	31726	big-m	12
0.0010965048033166505	0.1	-7.646187326362762	-7.637803245232346	360.0	33918	cayley	12
0.004822289412565966	0.1	-7.54454217089251	-7.508160205059157	360.0	134155	big-m	12
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
6.261434299871708e-5	0.05	-7.499678776070292	-7.499209188611027	120.0	984	big-m	111
6.261434299871708e-5	0.05	-7.499678776070292	-7.499209188611027	120.0	984	cayley	111
0.00046369977160432853	0.05	-7.644199216847666	-7.640654603416715	120.0	82405	big-m	111
0.00046369977160432853	0.05	-7.644199216847666	-7.640654603416715	120.0	82423	cayley	111
0.00021340573326286095	0.05	-7.550515118816382	-7.548903795600939	120.0	29258	big-m	111
0.00021340573326286095	0.05	-7.550515118816382	-7.548903795600939	120.0	29258	cayley	111
0.003679628033509629	0.1	-7.490178903945737	-7.462617831674776	360.0	250407	big-m	111
0.0033362777531116615	0.1	-7.4900253725234816	-7.46503656750289	360.0	270279	cayley	111
0.4416394311306	0.1	-7.642635448778025	-4.26734627684114	360.0	17154	big-m	111
0.436161355566118	0.1	-7.642572435294877	-4.309177681904416	360.0	18410	cayley	111
0.08833171211401736	0.1	-7.549188319113971	-6.882355589815493	360.0	23517	big-m	111
0.08833171211401736	0.1	-7.549188319113971	-6.882355589815493	360.0	23517	cayley	111
0.8646713956269846	0.15	-7.375410316615518	-0.9981039848259181	1140.0	315252	big-m	111
0.8620382041132789	0.15	-7.375410316615518	-1.0175248526817267	1140.0	318150	cayley	111
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
8.317988625831512e-5	0.05	-7.3515104494633	-7.3508989516602865	120.0	21802	big-m	17
8.317988625831512e-5	0.05	-7.3515104494633	-7.3508989516602865	120.0	21802	cayley	17
0.0018309385763868198	0.05	-7.581549315224334	-7.56766796411431	120.0	13180	big-m	17
0.001762378287551979	0.05	-7.581549315224334	-7.568187757325178	120.0	15032	cayley	17
9.584116313272645e-5	0.05	-7.61177332523367	-7.611043804024677	120.0	15259	big-m	17
9.584116313272645e-5	0.05	-7.61177332523367	-7.611043804024677	120.0	15259	cayley	17
0.0	0.1	-6.989240357758112	-6.989240357758109	360.0	58149	big-m	17
0.0	0.1	-6.989240357758112	-6.989240357758109	360.0	58149	cayley	17
0.01615101054223078	0.1	-7.576769988710538	-7.454397496746816	360.0	32405	big-m	17
0.01615101054223078	0.1	-7.576769988710538	-7.454397496746816	360.0	32401	cayley	17
0.1454078097337464	0.1	-6.6735056520876315	-5.703125811971792	360.0	15400	big-m	17
0.13312421788071077	0.1	-6.6735056520876315	-5.785100431630963	360.0	16529	cayley	17
1.0944025615577242	0.15	-6.808233577797182	0.6427146894273641	1140.0	108292	big-m	17
1.096908160638463	0.15	-6.98996424648097	0.677384578055091	1140.0	102417	cayley	17
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
8.207720685812708e-5	0.05	-7.939949928369363	-7.939298239456649	120.0	3107	big-m	120
8.207720685812708e-5	0.05	-7.939949928369363	-7.939298239456649	120.0	3107	cayley	120
0.01114213081069644	0.05	-7.910322228762737	-7.822184383735102	120.0	5996	big-m	120
0.012199844777575134	0.05	-7.9112134364717805	-7.814697860544558	120.0	3148	cayley	120
0.00012655785236911067	0.05	-7.777305251717821	-7.7763209726679445	120.0	9289	big-m	120
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
9.505853540728164e-5	0.05	-7.354265569382128	-7.353566483668106	120.0	1907	big-m	73
9.505853540728164e-5	0.05	-7.354265569382128	-7.353566483668106	120.0	1907	cayley	73
6.780814205958809e-5	0.05	-7.577536665357689	-7.577022846675023	120.0	5215	big-m	73
6.780814205958809e-5	0.05	-7.577536665357689	-7.577022846675023	120.0	5215	cayley	73
7.043732542583529e-5	0.05	-7.607029852913555	-7.606494034076281	120.0	7426	big-m	73
7.043732542583529e-5	0.05	-7.607029852913555	-7.606494034076281	120.0	7426	cayley	73
0.0011857547697530794	0.1	-7.352410228282983	-7.343692072785615	360.0	144528	big-m	73
0.0023443401435386396	0.1	-7.352410228282983	-7.335173677833055	360.0	36133	cayley	73
0.5508561184791675	0.1	-7.579158759173397	-3.404132783757756	360.0	2953	big-m	73
0.5508561184791675	0.1	-7.579158759173397	-3.404132783757756	360.0	2934	cayley	73
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
9.318602960345024e-5	0.05	-7.373522125883419	-7.372835016632314	120.0	1753	big-m	46
9.318602960345024e-5	0.05	-7.373522125883419	-7.372835016632314	120.0	1753	cayley	46
9.931835946663343e-5	0.05	-7.811067107252845	-7.810291324882069	120.0	8012	big-m	46
9.931835946663343e-5	0.05	-7.811067107252845	-7.810291324882069	120.0	8012	cayley	46
9.78192158882551e-5	0.05	-7.476866564834271	-7.476135183609598	120.0	1365	big-m	46
9.78192158882551e-5	0.05	-7.476866564834271	-7.476135183609598	120.0	1365	cayley	46
0.0	0.1	-6.237376950865925	-6.237376950865921	360.0	3886	big-m	46
0.0	0.1	-6.237376950865925	-6.237376950865921	360.0	3886	cayley	46
9.978243420298296e-5	0.1	-7.7456491424119545	-7.744876262686042	360.0	234239	big-m	46
9.978243420298296e-5	0.1	-7.7456491424119545	-7.744876262686042	360.0	234239	cayley	46
5.599960221575277e-5	0.1	-7.130932674172811	-7.13053334477963	360.0	15888	big-m	46
5.599960221575277e-5	0.1	-7.130932674172811	-7.13053334477963	360.0	15888	cayley	46
0.0	0.15	-5.094519563727861	-5.094519563727859	1140.0	33363	big-m	46
0.0	0.15	-5.094519563727861	-5.094519563727859	1140.0	33363	cayley	46
0.17157156069525284	0.15	-7.544936153659629	-6.250439682430208	1140.0	49282	big-m	46
0.1628621331542997	0.15	-7.544936153659629	-6.316151757161625	1140.0	51004	cayley	46
0.0	0.15	-4.859977718142983	-4.859977718142981	1140.0	125404	big-m	46
0.0	0.15	-4.859977718142983	-4.859977718142981	1140.0	125404	cayley	46
1.6258744021626724e-5	0.05	-7.498759900677669	-7.498637980259964	120.0	5144	big-m	92
1.6258744021626724e-5	0.05	-7.498759900677669	-7.498637980259964	120.0	5144	cayley	92
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
3.819180636811305e-5	0.05	-7.6675078962643965	-7.667215060287496	120.0	4007	big-m	125
3.819180636811305e-5	0.05	-7.6675078962643965	-7.667215060287496	120.0	4007	cayley	125
9.982314866100811e-5	0.05	-7.848621832454899	-7.847838358310934	120.0	11084	big-m	125
9.982314866100811e-5	0.05	-7.848621832454899	-7.847838358310934	120.0	11084	cayley	125
0.0007665758003403989	0.05	-7.874149599240256	-7.868113466709218	120.0	36167	big-m	125
0.0007890210632898963	0.05	-7.874149599240256	-7.8679367293509594	120.0	34597	cayley	125
8.222328240332974e-5	0.1	-7.645168524508639	-7.644539913658027	360.0	117959	big-m	125
8.222328240332974e-5	0.1	-7.645168524508639	-7.644539913658027	360.0	117959	cayley	125
0.0	0.1	-7.684811320229287	-7.684811320229287	360.0	28067	big-m	125
0.0	0.1	-7.684811320229287	-7.684811320229287	360.0	28067	cayley	125
0.015823672827881986	0.1	-7.86379900795448	-7.739364825268385	360.0	155729	big-m	125
0.015823672827881986	0.1	-7.86379900795448	-7.739364825268385	360.0	155462	cayley	125
0.00576789445764576	0.15	-7.6176806230247776	-7.573742645179117	1140.0	1125827	big-m	125
0.005734472543885517	0.15	-7.6176806230247776	-7.573997242643953	1140.0	1136890	cayley	125
0.31027895852550474	0.15	-6.041230402013904	-4.166763724664413	1140.0	52281	big-m	125
0.31063657659604504	0.15	-6.041230402013904	-4.1646032715043555	1140.0	52147	cayley	125
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
1.64210977402707e-5	0.05	-7.501467672639441	-7.501344490305593	120.0	278	big-m	119
1.64210977402707e-5	0.05	-7.501467672639441	-7.501344490305593	120.0	278	cayley	119
8.189898398713459e-5	0.05	-7.648998551037092	-7.648372105827243	120.0	2483	big-m	119
8.189898398713459e-5	0.05	-7.648998551037092	-7.648372105827243	120.0	2483	cayley	119
9.973929295253487e-5	0.05	-7.554313910326922	-7.553560448398764	120.0	29	big-m	119
9.973929295253487e-5	0.05	-7.554313910326922	-7.553560448398764	120.0	29	cayley	119
8.469770995721679e-5	0.1	-7.497772986876498	-7.497137942674731	360.0	12694	big-m	119
8.469770995721679e-5	0.1	-7.497772986876498	-7.497137942674731	360.0	12694	cayley	119
0.0025091346377282553	0.1	-7.645770615409207	-7.626586347525959	360.0	245677	big-m	119
0.002519944268456658	0.1	-7.645770615409207	-7.626503699568972	360.0	241868	cayley	119
6.345047181236229e-5	0.1	-7.552517181066681	-7.552037970288171	360.0	12671	big-m	119
6.345047181236229e-5	0.1	-7.552517181066681	-7.552037970288171	360.0	12671	cayley	119
0.00011372677020148826	0.15	-7.493089581710743	-7.492237416833785	1140.0	1316534	big-m	119
0.00010986266517577171	0.15	-7.493089581710743	-7.4922663709188955	1140.0	1317459	cayley	119
0.8173237609552025	0.15	-7.641689458372044	-1.3959550902036795	1140.0	122211	big-m	119
0.8173237609552025	0.15	-7.641689458372044	-1.3959550902036795	1140.0	122211	cayley	119
0.007263353428956783	0.15	-7.550673342418334	-7.4958301333057475	1140.0	140401	big-m	119
0.007268922247694552	0.15	-7.550673342418334	-7.4957880849745555	1140.0	140303	cayley	119
7.870373641155695e-5	0.05	-7.640053599963095	-7.6394522991983935	120.0	486	big-m	82
7.870373641155695e-5	0.05	-7.640053599963095	-7.6394522991983935	120.0	486	cayley	82
9.577110558091576e-5	0.05	-7.779811022142038	-7.779065941039237	120.0	37235	big-m	82
9.577110558091576e-5	0.05	-7.779811022142038	-7.779065941039237	120.0	37235	cayley	82
8.626283545649948e-5	0.05	-7.690990736430081	-7.690327289761687	120.0	1	big-m	82
8.626283545649948e-5	0.05	-7.690990736430081	-7.690327289761687	120.0	1	cayley	82
0.0013857566578512853	0.1	-7.639385383902342	-7.628799054744707	360.0	94398	big-m	82
0.0014136847071646226	0.1	-7.639385383902342	-7.628585701612982	360.0	91647	cayley	82
0.010444148777898251	0.1	-7.778473526746556	-7.697233991968272	360.0	521552	big-m	82
0.010531871769216	0.1	-7.778912371905323	-7.696985864300448	360.0	512307	cayley	82
0.003614150629455918	0.1	-7.6894152061518755	-7.661624501344414	360.0	111096	big-m	82
0.003614150629455918	0.1	-7.6894152061518755	-7.661624501344414	360.0	111096	cayley	82
0.9009387565519257	0.15	-7.638257787913346	-0.7566553142476334	1140.0	34517	big-m	82
0.9009387565519257	0.15	-7.638257787913346	-0.7566553142476334	1140.0	34436	cayley	82
0.9989603935754887	0.15	-7.766089228981194	-0.00807367625577728	1140.0	163513	big-m	82
0.9989603935754887	0.15	-7.766089228981194	-0.00807367625577728	1140.0	162957	cayley	82
0.8591723097849666	0.15	-7.690268533383376	-1.0830027546897338	1140.0	30156	big-m	82
0.8591723097849666	0.15	-7.690268533383376	-1.0830027546897338	1140.0	30156	cayley	82
3.222273064136375e-5	0.05	-7.516988889884336	-7.516746671976103	120.0	485	big-m	118
3.222273064136375e-5	0.05	-7.516988889884336	-7.516746671976103	120.0	485	cayley	118
0.0002739820197542743	0.05	-7.465656458952947	-7.463611003317531	120.0	40557	big-m	118
0.0002722336063667819	0.05	-7.465656458952947	-7.463624056371231	120.0	40935	cayley	118
9.047764211401834e-5	0.05	-7.675778577543899	-7.675084091196814	120.0	6297	big-m	118
9.047764211401834e-5	0.05	-7.675778577543899	-7.675084091196814	120.0	6297	cayley	118
0.00116264688542991	0.1	-7.5142922389812465	-7.505555770513385	360.0	456125	big-m	118
0.0011684312125972381	0.1	-7.5142922389812465	-7.505512305388644	360.0	452641	cayley	118
0.0	0.1	-6.95688087836416	-6.956880878364157	360.0	31945	big-m	118
0.0	0.1	-6.95688087836416	-6.956880878364157	360.0	31945	cayley	118
0.004626340385610357	0.1	-7.6744416923841605	-7.638937112845672	360.0	234979	big-m	118
